V1	V2
2696636252_91ef1491ea.jpg	<START> Boy in black shirt on one foot standing on metal rail above green grass on right and black pavement on left . <END>
3092756650_557c5f2d03.jpg	<START> A group of Indian men are just standing around with their arms crossed . <END>
3092756650_557c5f2d03.jpg	<START> A group of men stand outside . <END>
3092756650_557c5f2d03.jpg	<START> Four men from another country look at the camera . <END>
3092756650_557c5f2d03.jpg	<START> Men wearing hats stand with arms folded . <END>
3092756650_557c5f2d03.jpg	<START> Several men wearing ethnic hats are watching the photographer in an outdoor market . <END>
3241965735_8742782a70.jpg	<START> A parachute caught on a tree with some people on the ground shining a light at it . <END>
3241965735_8742782a70.jpg	<START> A person jumps up over the snow as their skis cross . <END>
3241965735_8742782a70.jpg	<START> A skier in midair <END>
3241965735_8742782a70.jpg	<START> A skier is doing a trick in the air at night . <END>
3241965735_8742782a70.jpg	<START> A skier makes a jump with his skis crossed . <END>
3174417550_d2e6100278.jpg	<START> A boy on a red snowboard is airborne . <END>
3174417550_d2e6100278.jpg	<START> A man in a yellow coat jumps his snowboard off a rail . <END>
3174417550_d2e6100278.jpg	<START> A person in the air on a snowboard . <END>
3174417550_d2e6100278.jpg	<START> A snowboarder doing a jump off of a ledge . <END>
3174417550_d2e6100278.jpg	<START> A snowboarder rides his board off a graffiti covered wall at night . <END>
2712352554_1cafd32812.jpg	<START> A boy does a skateboard trick off a metal plank . <END>
2712352554_1cafd32812.jpg	<START> a guy with no shirt on is skateboarding . <END>
2712352554_1cafd32812.jpg	<START> A young man jumps in the air on a skateboard . <END>
2712352554_1cafd32812.jpg	<START> Skateboarder on a rail . <END>
2712352554_1cafd32812.jpg	<START> Skater does a trick on a rail . <END>
3371567346_b6522efdb8.jpg	<START> A couple look at some artwork . <END>
3371567346_b6522efdb8.jpg	<START> A couple stands near a piano and look up at a painting . <END>
3371567346_b6522efdb8.jpg	<START> A couple viewing a large painting hung on a red wall . <END>
3371567346_b6522efdb8.jpg	<START> a man and a woman are looking at a painting in a gallery . <END>
3371567346_b6522efdb8.jpg	<START> The man and woman look at a painting of naked people . <END>
2102315758_a9148a842f.jpg	<START> A man and woman walking on the sand with water in the background . <END>
2102315758_a9148a842f.jpg	<START> A man carrying a baby walks next to a woman along the beach . <END>
2102315758_a9148a842f.jpg	<START> A woman and a man carrying a small child walking on a rocky beach . <END>
2102315758_a9148a842f.jpg	<START> Two individuals standing on a beach . <END>
2102315758_a9148a842f.jpg	<START> Two people stand on a beach and look to the right . <END>
3249891130_b241591e89.jpg	<START> A group of Chinese teenage girls walking . <END>
3249891130_b241591e89.jpg	<START> A group of dark-haired girls are walking together . <END>
3249891130_b241591e89.jpg	<START> A group of dark haired young ladies in shorts walks past a bank of lockers . <END>
3249891130_b241591e89.jpg	<START> four Asian girls are walking through a locker room . <END>
3249891130_b241591e89.jpg	<START> Four dark-haired girls walk the hall toward a bank of lockers . <END>
488196964_49159f11fd.jpg	<START> a brown dog retrieves a ball on a green , slimy , rock covered beach <END>
488196964_49159f11fd.jpg	<START> A dog is carrying a yellow rope across rocks covered in seaweed . <END>
488196964_49159f11fd.jpg	<START> A dog running through water with a ball in its mouth <END>
488196964_49159f11fd.jpg	<START> A dog walks through the water with an object in its mouth . <END>
488196964_49159f11fd.jpg	<START> A very wet dog coming toward the camera through a mossy pond with a ball . <END>
2056041678_d6b5b39b26.jpg	<START> A lone hiker is sitting on a rock on a snowy mountain trail . <END>
2056041678_d6b5b39b26.jpg	<START> A man descends a snowy mountain . <END>
2056041678_d6b5b39b26.jpg	<START> A person is climbing a snowy mountain . <END>
2056041678_d6b5b39b26.jpg	<START> Someone hiking in the mountains . <END>
2056041678_d6b5b39b26.jpg	<START> The person is in the snowy mountains . <END>
2613993276_3c365cca12.jpg	<START> A dog in a grass field runs with a ball in its mouth . <END>
2613993276_3c365cca12.jpg	<START> A dog running across a field with a ball in its mouth . <END>
2613993276_3c365cca12.jpg	<START> A dog with a ball that is running in a field . <END>
2613993276_3c365cca12.jpg	<START> A little dog is bringing back a ball on an open grass field . <END>
2613993276_3c365cca12.jpg	<START> A long haired dog runs across a lawn with a yellow ball in its mouth . <END>
2571096893_694ce79768.jpg	<START> A child in a grey jacket is running along a leafy path . <END>
2571096893_694ce79768.jpg	<START> A young child runs down a gravel road covered with dead leaves . <END>
2571096893_694ce79768.jpg	<START> A young child runs outside amidst fall leaves . <END>
2571096893_694ce79768.jpg	<START> A young child walks among fallen leaves . <END>
2571096893_694ce79768.jpg	<START> The child plays among the leaves in the autumn . <END>
2245618207_fa486ba2b7.jpg	<START> A child in red jumps on a red object while others laugh . <END>
2245618207_fa486ba2b7.jpg	<START> A child touching a red plastic object , with a crowd behind him . <END>
2245618207_fa486ba2b7.jpg	<START> A girl in a crowd laughs and climbs on something . <END>
2245618207_fa486ba2b7.jpg	<START> Many children having fun outside near large buildings . <END>
2245618207_fa486ba2b7.jpg	<START> There is a girl in a red jacket smiling with her hand on a red blowup and a crowd behind her . <END>
3025513877_1a6160070d.jpg	<START> A boy in a hat stands barefoot at the edge of a body of water . <END>
3025513877_1a6160070d.jpg	<START> a boy wearing red plays in the creek . <END>
3025513877_1a6160070d.jpg	<START> A person in a red hat stand watches the onrushing waves . <END>
3025513877_1a6160070d.jpg	<START> A young boy makes a splash in the water near the rocks . <END>
3025513877_1a6160070d.jpg	<START> The boy in the red hat and shirt is wading in the shallows of the river . <END>
3638783842_af08dbb518.jpg	<START> Two bald drag queens in red dresses <END>
3638783842_af08dbb518.jpg	<START> Two bald ladies are wearing red dresses . <END>
3638783842_af08dbb518.jpg	<START> Two bald ladies in red dresses and matching jewelry laugh . <END>
3638783842_af08dbb518.jpg	<START> Two bald people in red clothes <END>
3638783842_af08dbb518.jpg	<START> Two formally dressed , bald older women <END>
2629295654_59ea1472a1.jpg	<START> A brown dog is running on grass . <END>
2629295654_59ea1472a1.jpg	<START> A brown dog running across the grass . <END>
2629295654_59ea1472a1.jpg	<START> A brown dog running in a grass . <END>
2629295654_59ea1472a1.jpg	<START> A brown dog runs through a field . <END>
2629295654_59ea1472a1.jpg	<START> A dog bounds across the green grass . <END>
3691670743_0ed111bcf3.jpg	<START> A boy is jumping on skateboard in the middle of a red bridge . <END>
3691670743_0ed111bcf3.jpg	<START> a kid doing tricks on a skateboard on a bridge <END>
3691670743_0ed111bcf3.jpg	<START> A skateboarder is airborne on a bridge . <END>
3691670743_0ed111bcf3.jpg	<START> A skateboard jumps down a bridge . <END>
3691670743_0ed111bcf3.jpg	<START> The skateboarder in the white shirt jumped into the air . <END>
1368338041_6b4077ca98.jpg	<START> Three dogs looking at a cement ledge . <END>
1368338041_6b4077ca98.jpg	<START> Three dogs on a sidewalk . <END>
1368338041_6b4077ca98.jpg	<START> Three small dogs sniff at somthing . <END>
1368338041_6b4077ca98.jpg	<START> Three small dogs , two white and one black and white , on a sidewalk . <END>
1368338041_6b4077ca98.jpg	<START> Two white dogs look at one black dog on a paved walkway . <END>
2876848241_63290edfb4.jpg	<START> A motocross rider is on a dirt hill . <END>
2876848241_63290edfb4.jpg	<START> A person is riding a green motorcycle . <END>
2876848241_63290edfb4.jpg	<START> Biker with helmet riding a green dirt bike midair . <END>
2876848241_63290edfb4.jpg	<START> Green motorcycle moving fast down dirt path . <END>
2876848241_63290edfb4.jpg	<START> Motorcycle rider going over a bump . <END>
3150380412_7021e5444a.jpg	<START> A brown dog running through the water . <END>
3150380412_7021e5444a.jpg	<START> A wet dog is splashing through shallow water . <END>
3150380412_7021e5444a.jpg	<START> The wet brown dog is running in the water . <END>
3150380412_7021e5444a.jpg	<START> The white dog is running in the shallow water . <END>
3150380412_7021e5444a.jpg	<START> Wet blonde dog running through water <END>
380034515_4fbdfa6b26.jpg	<START> A furry dog is running through a doorway leading to plants . <END>
380034515_4fbdfa6b26.jpg	<START> A furry , tan dog is outside on a patio . <END>
380034515_4fbdfa6b26.jpg	<START> A short , furry dog stands on a brick floor in front of a group of potted plants . <END>
380034515_4fbdfa6b26.jpg	<START> A very hairy dog is running down a hall . <END>
380034515_4fbdfa6b26.jpg	<START> Flowers are behind the fluffy dog that is coming up the step . <END>
2646615552_3aeeb2473b.jpg	<START> A little blonde toddler is wading in a baby pool . <END>
2646615552_3aeeb2473b.jpg	<START> A young boy in a pool <END>
2646615552_3aeeb2473b.jpg	<START> A young boy playing in a swimming pool <END>
2646615552_3aeeb2473b.jpg	<START> A young boy with blond hair is in a swimming pool . <END>
2646615552_3aeeb2473b.jpg	<START> The little boy is coming out of the water in a swimming pool . <END>
2862509442_4f5dc96dca.jpg	<START> A crowd watches as two formula one cars leave the starting line . <END>
2862509442_4f5dc96dca.jpg	<START> A crowd watches the start of a drag race at twilight . <END>
2862509442_4f5dc96dca.jpg	<START> A group of people watch a drag race at the beginning and see the fire from the cars . <END>
2862509442_4f5dc96dca.jpg	<START> People look at the flames coming from the cars at a drag race . <END>
2862509442_4f5dc96dca.jpg	<START> The drag racers take off the starting line . <END>
2333584535_1eaf9baf3e.jpg	<START> A group of sled dogs in harness is standing together in the snow . <END>
2333584535_1eaf9baf3e.jpg	<START> Four dogs playing in the snow . <END>
2333584535_1eaf9baf3e.jpg	<START> Four snow dogs are pulled together in the snow . <END>
2333584535_1eaf9baf3e.jpg	<START> Pack of sled dogs in the snow , one barking . <END>
2333584535_1eaf9baf3e.jpg	<START> Several dogs grouped together in a winter setting . <END>
3382105769_b1a4e4c60d.jpg	<START> a brown dog retrieves a stick in a rocky river <END>
3382105769_b1a4e4c60d.jpg	<START> A dog running through a creek . <END>
3382105769_b1a4e4c60d.jpg	<START> A dog running with something in his mouth in shallow water . <END>
3382105769_b1a4e4c60d.jpg	<START> A dog with a stick in its mouth runs through the rocks in shallow water . <END>
3382105769_b1a4e4c60d.jpg	<START> A soaking wet dog is splashing through the water . <END>
284441196_8ebb216d0d.jpg	<START> A brown and white dog runs across the grass . <END>
284441196_8ebb216d0d.jpg	<START> A brown and white dog runs through the green grass . <END>
284441196_8ebb216d0d.jpg	<START> A dog running on the grass . <END>
284441196_8ebb216d0d.jpg	<START> A dog runs around in a field . <END>
284441196_8ebb216d0d.jpg	<START> The white and brown dog is running through the grass . <END>
2371809188_b805497cba.jpg	<START> A boy climbs an indoor rock climbing wall . <END>
2371809188_b805497cba.jpg	<START> A boy climbs a rock wall . <END>
2371809188_b805497cba.jpg	<START> A boy is climbing up a rock-climbing wall while an older boy stands on the ground <END>
2371809188_b805497cba.jpg	<START> Boy rock climbing on a blue wall while an adult looks away . <END>
2371809188_b805497cba.jpg	<START> Little boy climbing an indoor rock climbing wall . <END>
3120648767_812c72eabe.jpg	<START> A dirt biker in the desert . <END>
3120648767_812c72eabe.jpg	<START> A man does a jump in the desert on a motorcycle . <END>
3120648767_812c72eabe.jpg	<START> A man is doing a motocross jump into the air . <END>
3120648767_812c72eabe.jpg	<START> A man is riding his dirt bike through the air in the desert . <END>
3120648767_812c72eabe.jpg	<START> A motorcycle rider wearing black and silver does a wheelie on a sandy terrain . <END>
449287870_f17fb825d7.jpg	<START> A female toddler wearing a pink shirt is playing on a playground . <END>
449287870_f17fb825d7.jpg	<START> A little girl in pink and purple stands on a playground . <END>
449287870_f17fb825d7.jpg	<START> A very young girl is walking on a playground . <END>
449287870_f17fb825d7.jpg	<START> The little girl is playing at the playground . <END>
449287870_f17fb825d7.jpg	<START> Young child in pink top and purple pants clutching a turquoise guard rail . <END>
3242919570_39a05aa2ee.jpg	<START> A dog is running through the snow . <END>
3242919570_39a05aa2ee.jpg	<START> a thin white dog is running through snow . <END>
3242919570_39a05aa2ee.jpg	<START> A white dog with black markings runs through the snow . <END>
3242919570_39a05aa2ee.jpg	<START> A white dog with red ears is running in the snow . <END>
3242919570_39a05aa2ee.jpg	<START> A white dog with tan ears is running through the snow <END>
950411653_20d0335946.jpg	<START> a boy jumps into the pool . <END>
950411653_20d0335946.jpg	<START> An adult watches a child somersault into the pool while another child looks on . <END>
950411653_20d0335946.jpg	<START> A woman throwing a little boy into the pool . <END>
950411653_20d0335946.jpg	<START> Woman in blue is tossing a young child into a pool . <END>
950411653_20d0335946.jpg	<START> Woman throws little boy into pool as another boy watches . <END>
3209350613_eb86579ee8.jpg	<START> A guy skateboarding . <END>
3209350613_eb86579ee8.jpg	<START> a skateboarder jumps into the air . <END>
3209350613_eb86579ee8.jpg	<START> A skateboarder performs a stunt . <END>
3209350613_eb86579ee8.jpg	<START> A young man is jumping in the air with his skateboard . <END>
3209350613_eb86579ee8.jpg	<START> Skateboard rider jumping high in the air on skateboard . <END>
811662356_f9a632b63c.jpg	<START> A child stands near a fence . <END>
811662356_f9a632b63c.jpg	<START> A small child touches a wooden fence . <END>
811662356_f9a632b63c.jpg	<START> A toddler boy stands by a wooden fence . <END>
811662356_f9a632b63c.jpg	<START> A toddler in a white t-shirt is touching the wooden fence . <END>
811662356_f9a632b63c.jpg	<START> Blond boy touching wooden wall . <END>
3027009366_c8362521e8.jpg	<START> A group of men play soccer on the field . <END>
3027009366_c8362521e8.jpg	<START> A man in a red uniform leaps in the air as one in a white uniform tries to kick a ball . <END>
3027009366_c8362521e8.jpg	<START> During a soccer game , one man is in the air while another has one foot down . <END>
3027009366_c8362521e8.jpg	<START> The soccer player in white is challenging the player in red for the ball in midair . <END>
3027009366_c8362521e8.jpg	<START> Two soccer teams are playing , one is in white the other in red . <END>
2982928615_06db40f4cd.jpg	<START> a dog runs across the grass . <END>
2982928615_06db40f4cd.jpg	<START> A golden dog is running on the grass . <END>
2982928615_06db40f4cd.jpg	<START> A tan dog leaping in a grassy field . <END>
2982928615_06db40f4cd.jpg	<START> Brown dog leaps through field . <END>
2982928615_06db40f4cd.jpg	<START> The dog is running quickly through the meadow . <END>
3040575300_0e4328d205.jpg	<START> A surfer rides the crashing waves while another follows behind . <END>
3040575300_0e4328d205.jpg	<START> One man riding a surfboard and one man laying on a surfboard on light waves . <END>
3040575300_0e4328d205.jpg	<START> two surfers are riding waves in open water . <END>
3040575300_0e4328d205.jpg	<START> Two surfers on riding a small wave . <END>
3040575300_0e4328d205.jpg	<START> Two surfers perform tricks in the waves . <END>
2883324329_24361e2d49.jpg	<START> A man is sitting on the sidewalk by a tree . <END>
2883324329_24361e2d49.jpg	<START> A man sits on a sidewalk . <END>
2883324329_24361e2d49.jpg	<START> A man sitting on a curb in a city park . <END>
2883324329_24361e2d49.jpg	<START> Little boy sitting on the sidewalk outside . <END>
2883324329_24361e2d49.jpg	<START> through the power lines , a man sits near an unusual shaped tree stump <END>
3503544012_1771be9d3a.jpg	<START> A group of men play hockey in a stadium . <END>
3503544012_1771be9d3a.jpg	<START> A player sits on the bench while watching his teammates play ice hockey . <END>
3503544012_1771be9d3a.jpg	<START> A referee breaking up a fight during a hockey game . <END>
3503544012_1771be9d3a.jpg	<START> A referee is intervening in a hockey game . <END>
3503544012_1771be9d3a.jpg	<START> Four hockey players and a referee on the ice . <END>
524031846_28b11bc0e5.jpg	<START> A boy in swimming trunks is splashing in a swimming pool . <END>
524031846_28b11bc0e5.jpg	<START> a boy jumps into the pool . <END>
524031846_28b11bc0e5.jpg	<START> A boy splashes in a pool with his arms out to catch something . <END>
524031846_28b11bc0e5.jpg	<START> a young boy jumping to catch something in a pool . <END>
524031846_28b11bc0e5.jpg	<START> Boy reaches up while in pool . <END>
3343311201_eeb1a39def.jpg	<START> An artist painting on a small canvas <END>
3343311201_eeb1a39def.jpg	<START> A woman standing on a lawn painting a picture . <END>
3343311201_eeb1a39def.jpg	<START> A woman wearing overalls standing at an easel painting a picture . <END>
3343311201_eeb1a39def.jpg	<START> Girl in blue coverall painting <END>
3343311201_eeb1a39def.jpg	<START> The lady holds her paintbrush next to the artist 's easel . <END>
3721082512_8277087f3f.jpg	<START> a man riding a bike through the forest <END>
3721082512_8277087f3f.jpg	<START> A mountain biker rides through a shady trail . <END>
3721082512_8277087f3f.jpg	<START> A mountain biker travels along a dirt trail inside a heavily wooded area . <END>
3721082512_8277087f3f.jpg	<START> A person biking near trees . <END>
3721082512_8277087f3f.jpg	<START> Bicyclist in racing gear rides through forest area . <END>
3286193613_fc046e8016.jpg	<START> A brown dog bares its fangs . <END>
3286193613_fc046e8016.jpg	<START> A German shepherd on a leash barking up at somebody . <END>
3286193613_fc046e8016.jpg	<START> A leashed dog holds its mouth open wide . <END>
3286193613_fc046e8016.jpg	<START> Brown dog barking at something off camera , green background . <END>
3286193613_fc046e8016.jpg	<START> The brown and black dog has his mouth open . <END>
3667492609_97f88b373f.jpg	<START> A boys jumps into the water upside down . <END>
3667492609_97f88b373f.jpg	<START> A child diving headfirst into a lake . <END>
3667492609_97f88b373f.jpg	<START> A man is falling backward in swim gear over a large body of water nearby an urban area . <END>
3667492609_97f88b373f.jpg	<START> The man is going into the water . <END>
3667492609_97f88b373f.jpg	<START> The person is going into the water . <END>
3370085095_6abbb67c1d.jpg	<START> A man with a white beard , a partially bald man and a woman with short hair posing for a picture <END>
3370085095_6abbb67c1d.jpg	<START> Three people are posing for a camera . <END>
3370085095_6abbb67c1d.jpg	<START> Two bearded men and a woman . <END>
3370085095_6abbb67c1d.jpg	<START> Two men and a woman pose for a picture . <END>
3370085095_6abbb67c1d.jpg	<START> Two men and woman posing together . <END>
3351360323_91bb341350.jpg	<START> Two bandmates in white play guitar . <END>
3351360323_91bb341350.jpg	<START> Two men are playing guitars together <END>
3351360323_91bb341350.jpg	<START> Two men in white play guitars . <END>
3351360323_91bb341350.jpg	<START> Two men in white suits are playing electric guitars . <END>
3351360323_91bb341350.jpg	<START> Two musicians in white suits play guitars while surrounded by associated gear and a red curtain . <END>
2173677067_9d0732bcc2.jpg	<START> A little girl dances in a grassy field , another girl is in the background . <END>
2173677067_9d0732bcc2.jpg	<START> A little girl in a white blouse and blue pants frolics on the grass . <END>
2173677067_9d0732bcc2.jpg	<START> A little girl in blue panes dances on the grass . <END>
2173677067_9d0732bcc2.jpg	<START> A small girl standing on one leg in the grass , with another child in the background . <END>
2173677067_9d0732bcc2.jpg	<START> There are two small children playing in a yard . <END>
3534952095_975cca0056.jpg	<START> A lady riding a mini motorcycle <END>
3534952095_975cca0056.jpg	<START> an african-american woman rides her moped . <END>
3534952095_975cca0056.jpg	<START> A woman on a motorcycle is wearing heels . <END>
3534952095_975cca0056.jpg	<START> A woman wearing a black skirt and pumps is riding her white and red moped . <END>
3534952095_975cca0056.jpg	<START> Woman riding a small red and white motorcycle and wearing a matching red helmet and scarf <END>
2750867389_4b815f793a.jpg	<START> A man and a boy behind the wheel of a car . <END>
2750867389_4b815f793a.jpg	<START> A man drives a truck while a child sits on his lap and steers . <END>
2750867389_4b815f793a.jpg	<START> A man drives a vehicle with a child on his lap . <END>
2750867389_4b815f793a.jpg	<START> Man and little boy driving a large brown SUV . <END>
2750867389_4b815f793a.jpg	<START> There is a man with a small boy on his lap sitting in the drivers seat of a jeep . <END>
2256138896_3e24b0b28d.jpg	<START> A man does technical rock climbing . <END>
2256138896_3e24b0b28d.jpg	<START> A man dressed in all black is climbing down a mountain supported by cords <END>
2256138896_3e24b0b28d.jpg	<START> A man is climbing the side of a cliff . <END>
2256138896_3e24b0b28d.jpg	<START> a man wearing a white helmet is abseiling down a sandy colored rock face . <END>
2256138896_3e24b0b28d.jpg	<START> A rock climber with a white helmet is repelling . <END>
310728631_155c3bbeea.jpg	<START> A flock of birds disturbed and in flight in front of a wall that has a mural of three women and a man . <END>
310728631_155c3bbeea.jpg	<START> A flock of birds flying past a chinese mural on a building . <END>
310728631_155c3bbeea.jpg	<START> A flock of birds fly up from the ground next to a building with a mural . <END>
310728631_155c3bbeea.jpg	<START> A group of birds fly up from the street against a painted wall . <END>
310728631_155c3bbeea.jpg	<START> Flock of pigeons flying in front of building with a mural painted on it . <END>
3204712107_5a06a81002.jpg	<START> a bride being escorted under an umbrella to a large black car <END>
3204712107_5a06a81002.jpg	<START> a bride takes cover under an umbrella . <END>
3204712107_5a06a81002.jpg	<START> A newly wed wife is under an umbrella held by a pastor . <END>
3204712107_5a06a81002.jpg	<START> An older newly wed couple stand under an umbrella in the rain . <END>
3204712107_5a06a81002.jpg	<START> Newlyweds stand outside in the train . <END>
281754914_bc8119a0ed.jpg	<START> A boy in a yellow polo standing in tall grass <END>
281754914_bc8119a0ed.jpg	<START> A kid hides from the camera in the overgrown bushes . <END>
281754914_bc8119a0ed.jpg	<START> A little boy standing in very tall green grass . <END>
281754914_bc8119a0ed.jpg	<START> Boy in striped shirt standing among the tall grasses . <END>
281754914_bc8119a0ed.jpg	<START> The little boy in a yellow , striped shirt stands in some tall grass . <END>
3612249030_e2829ffa31.jpg	<START> A boy carries a boogieboard on the beach . <END>
3612249030_e2829ffa31.jpg	<START> A boy is carrying a black body board across the sand . <END>
3612249030_e2829ffa31.jpg	<START> A boy standing on a beach . <END>
3612249030_e2829ffa31.jpg	<START> A kid in black carrying a cushion . <END>
3612249030_e2829ffa31.jpg	<START> A young boy wearing a spider-patterned shirt on the sand . <END>
349889354_4b2889a9bd.jpg	<START> A person on what appears to be a surfboard , rides the waves onto shore . <END>
349889354_4b2889a9bd.jpg	<START> A surfer in the distance is at the base of the wave close to the shore . <END>
349889354_4b2889a9bd.jpg	<START> A surfer is caught in an incoming wave along a dirty beach nearby mountains . <END>
349889354_4b2889a9bd.jpg	<START> A surfer rides a wave as it crashes on the beach . <END>
349889354_4b2889a9bd.jpg	<START> A surfer takes on a high wave beyond a rocky beach . <END>
2596876977_b61ee7ee78.jpg	<START> A woman floats with her face out of water in a pool with another woman nearby posing for the camera . <END>
2596876977_b61ee7ee78.jpg	<START> Two children are smiling for picture being taken of them in a swimming pool . <END>
2596876977_b61ee7ee78.jpg	<START> Two children relaxing by the pool . <END>
2596876977_b61ee7ee78.jpg	<START> Two girls in a swimming pool . <END>
2596876977_b61ee7ee78.jpg	<START> Two smiling children in a swimming pool . <END>
3524975665_7bec41578b.jpg	<START> A woman in a yellow coat is standing on a sidewalk . <END>
3524975665_7bec41578b.jpg	<START> A woman in a yellow jacket and brown hat stands on a path by a lake . <END>
3524975665_7bec41578b.jpg	<START> A woman wearing a brown hat , sunglasses , jeans , white shoes and a yellow trench coat stand on the sidewalk . <END>
3524975665_7bec41578b.jpg	<START> A young woman waits under a sculpture in a park . <END>
3524975665_7bec41578b.jpg	<START> Woman with hat staring in the distance at park with sculpture . <END>
2786299623_a3c48bd318.jpg	<START> a lone woman wearing a bikini on a beach walking a dog on a leash <END>
2786299623_a3c48bd318.jpg	<START> A woman in a bathing suit walks a dog on the beach . <END>
2786299623_a3c48bd318.jpg	<START> A woman in a bikini pulls a dog on a leash at the beach . <END>
2786299623_a3c48bd318.jpg	<START> A woman is standing at the beach with her dog on a leash <END>
2786299623_a3c48bd318.jpg	<START> A woman walking a dog on a beach . <END>
3298233193_d2a550840d.jpg	<START> A brown dog playing with a tennis ball on a beach <END>
3298233193_d2a550840d.jpg	<START> A dog playing in the waves with a ball . <END>
3298233193_d2a550840d.jpg	<START> A dog plays with a ball at the beach . <END>
3298233193_d2a550840d.jpg	<START> A small brown dog plays with a ball on the beach . <END>
3298233193_d2a550840d.jpg	<START> Brown dog jumping near water on the beach . <END>
3356938707_d95ba97430.jpg	<START> A man with a blue shirt posing with a taller man in sunglasses <END>
3356938707_d95ba97430.jpg	<START> A man with glasses and a blue and black striped shirt and another man wearing a brown jacket pose for a picture . <END>
3356938707_d95ba97430.jpg	<START> One man in stripes and one in leather pose for the camera in a city . <END>
3356938707_d95ba97430.jpg	<START> Two men are standing on a street surrounded by buildings . <END>
3356938707_d95ba97430.jpg	<START> Two men wearing eyeglasses standing together . <END>
3104182973_5bb1c31275.jpg	<START> A bunch of people near a christmas type tree . <END>
3104182973_5bb1c31275.jpg	<START> A couple hurrying past an urban ice skating park . <END>
3104182973_5bb1c31275.jpg	<START> Many people are outside watching ice skaters . <END>
3104182973_5bb1c31275.jpg	<START> People are skating in a outdoor rink around a huge Christmas tree . <END>
3104182973_5bb1c31275.jpg	<START> People walking by an outdoor ice rink with a tree in the center . <END>
299612419_b55fe32fea.jpg	<START> A group of young men sit on rock and look in the distance . <END>
299612419_b55fe32fea.jpg	<START> Three guys sitting on rocks looking at the scenery . <END>
299612419_b55fe32fea.jpg	<START> Three men sit on rocks in the sand while the man in the red hat and shirt looks out . <END>
299612419_b55fe32fea.jpg	<START> Three young men sit on rocks at the top of a mountian . <END>
299612419_b55fe32fea.jpg	<START> Two guys sit on rocks while another stands looking in the distance . <END>
488352274_9a22064cb3.jpg	<START> Two brown dogs are running on the sand . <END>
488352274_9a22064cb3.jpg	<START> Two brown dogs on the sand <END>
488352274_9a22064cb3.jpg	<START> Two brown dogs running and playing on a beach . <END>
488352274_9a22064cb3.jpg	<START> Two brown dogs running together on sand <END>
488352274_9a22064cb3.jpg	<START> Two dogs run on the beach . <END>
2673564214_3a9598804f.jpg	<START> A young boy poses behind the netting of an enclosed play area while three other children play . <END>
2673564214_3a9598804f.jpg	<START> Children playing in a green and blue bounce house . <END>
2673564214_3a9598804f.jpg	<START> Children play in the blue and green jumping tent filled with air . <END>
2673564214_3a9598804f.jpg	<START> Four children are playing on a bouncy castle . <END>
2673564214_3a9598804f.jpg	<START> The little kids all play and jump around inside the inflatable toy . <END>
3127142756_bf0bfcb571.jpg	<START> Two black dogs in the snow . <END>
3127142756_bf0bfcb571.jpg	<START> Two black dogs jump in the snow . <END>
3127142756_bf0bfcb571.jpg	<START> Two black dogs run in the snow in a field of dry grass . <END>
3127142756_bf0bfcb571.jpg	<START> Two dogs are running and playing in the snow <END>
3127142756_bf0bfcb571.jpg	<START> Two dogs playing in the snow . <END>
3348785391_c243faf6bb.jpg	<START> A man in a swimsuit walks on a tightrope . <END>
3348785391_c243faf6bb.jpg	<START> Man falling off a tightrope <END>
3348785391_c243faf6bb.jpg	<START> The men are walking barefoot on a tightrope . <END>
3348785391_c243faf6bb.jpg	<START> Two students try to walk a tightrope on a campus quad , but one falls off . <END>
3348785391_c243faf6bb.jpg	<START> Young people practice walking on the high wire . <END>
3155501473_510f9c9f6b.jpg	<START> A blond woman with her hand on the throat of a blond girl . <END>
3155501473_510f9c9f6b.jpg	<START> A mother is asking her daughter to make a nice face for the camera . <END>
3155501473_510f9c9f6b.jpg	<START> There are two blond hair women in the picture with one pretending to choke the other . <END>
3155501473_510f9c9f6b.jpg	<START> Two blonde women , one in glasses . <END>
3155501473_510f9c9f6b.jpg	<START> Two women joking around are caught on camera . <END>
1446933195_8fe9725d62.jpg	<START> A black puppy is biting a tree limb . <END>
1446933195_8fe9725d62.jpg	<START> A brown puppy chewing on a tree branch . <END>
1446933195_8fe9725d62.jpg	<START> A puppy dog is playing with a branch . <END>
1446933195_8fe9725d62.jpg	<START> A puppy is gnawing on a plant branch in an uncut grassy area with wood and a barrel nearby . <END>
1446933195_8fe9725d62.jpg	<START> A young brown puppy pulls a leafy branch in his teeth in a backyard . <END>
2912476706_9a0dbd3a67.jpg	<START> A brown and white dog bares his teeth and grabs the head of another brown and white dog . <END>
2912476706_9a0dbd3a67.jpg	<START> One brown dogs snarls at the other dog while they both are in the snow . <END>
2912476706_9a0dbd3a67.jpg	<START> Two brown dogs fighting in the snow . <END>
2912476706_9a0dbd3a67.jpg	<START> Two dogs fighting in the snow . <END>
2912476706_9a0dbd3a67.jpg	<START> Two golden dogs fight with each other in the snow . <END>
3447007090_08d997833a.jpg	<START> A group of people cross the street with buckets and poles . <END>
3447007090_08d997833a.jpg	<START> A group of seven Asian girls and boys are waiting to cross a street . <END>
3447007090_08d997833a.jpg	<START> A group of teenagers wait to cross the street . <END>
3447007090_08d997833a.jpg	<START> A group of young adults are standing on a street in front of a brick wall with a tall wooden gate . <END>
3447007090_08d997833a.jpg	<START> Group of young adults with buckets and soaking wet on street . <END>
